input_path,before_sha256,after_sha256,unchanged
analysis\sv_source_tail_depth_coupling_v1\framewise_depth_metrics_D235.csv.gz,da706d931af99967e219a692c05ddb6edcca5fc269ee1a52fcc8d09d6e97658f,da706d931af99967e219a692c05ddb6edcca5fc269ee1a52fcc8d09d6e97658f,True
analysis\sv_source_tail_depth_coupling_v1\framewise_depth_metrics_D285.csv.gz,fb1c3a12fb3fc934d09070d7d676d48f26ee7849d6096888addb7af79103b6bb,fb1c3a12fb3fc934d09070d7d676d48f26ee7849d6096888addb7af79103b6bb,True
analysis\sv_source_tail_depth_coupling_v1\framewise_depth_metrics_D500.csv.gz,f63d6f421e2c3f0e2f2f3a814f3d1ff55b2505f0e1cdc273ce8de63f88c98296,f63d6f421e2c3f0e2f2f3a814f3d1ff55b2505f0e1cdc273ce8de63f88c98296,True
analysis\sv_source_tail_depth_coupling_v1\framewise_depth_metrics_D500_extension.csv.gz,25bbd0a512ac1d29f4553bb57e4f62508f18a56cc29bbed50c6ba6554928e511,25bbd0a512ac1d29f4553bb57e4f62508f18a56cc29bbed50c6ba6554928e511,True
analysis\sv_source_tail_depth_coupling_v1\geometry_control_consensus_region_summary.csv,e5e4c6cef3367b0a3c95008fb7f6f68ae42ed4ac053d978cbba8aca2534333ba,e5e4c6cef3367b0a3c95008fb7f6f68ae42ed4ac053d978cbba8aca2534333ba,True
analysis\sv_source_tail_depth_coupling_v1\geometry_control_summary.csv,0c8ebf4b34dce77c05ad29c5c37d2721d43d56a6395233b527747a69ada9854b,0c8ebf4b34dce77c05ad29c5c37d2721d43d56a6395233b527747a69ada9854b,True
analysis\sv_source_tail_depth_coupling_v1\independent_verification.json,b478ef711889fd552132598d5fdf891f1e74913d0805412e027c41359c1972b8,b478ef711889fd552132598d5fdf891f1e74913d0805412e027c41359c1972b8,True
analysis\sv_source_tail_depth_coupling_v1\input_manifest.csv,217ede5b303e15517fcad3c2a2dbd3dda5b8e678930eda598e643fc193c59efb,217ede5b303e15517fcad3c2a2dbd3dda5b8e678930eda598e643fc193c59efb,True
analysis\sv_source_tail_depth_coupling_v1\key_findings_Q1_Q12.json,7e7c60dfd27b0f40869ff57aaa8e5a60e633d8925ce43ca18fa8e3f15e29a2cb,7e7c60dfd27b0f40869ff57aaa8e5a60e633d8925ce43ca18fa8e3f15e29a2cb,True
analysis\sv_source_tail_depth_coupling_v1\lag_absolute_D128.csv.gz,a2edc6db98f25297ad7cb28c762a3e7fde8078a912495f85422db71fb071ea4b,a2edc6db98f25297ad7cb28c762a3e7fde8078a912495f85422db71fb071ea4b,True
analysis\sv_source_tail_depth_coupling_v1\lag_absolute_D235.csv.gz,da444811d741dc5ea85b4b4408c8d041eb47b99fa19a9f704c9a71306a62f644,da444811d741dc5ea85b4b4408c8d041eb47b99fa19a9f704c9a71306a62f644,True
analysis\sv_source_tail_depth_coupling_v1\lag_absolute_D285.csv.gz,20a360d031c6b09294d7b2ef96b3adc863c0d3f0ee5c96b5bdc1878c434089c3,20a360d031c6b09294d7b2ef96b3adc863c0d3f0ee5c96b5bdc1878c434089c3,True
analysis\sv_source_tail_depth_coupling_v1\lag_absolute_D500.csv.gz,a3a9afa4459aa901cd0eacda97ea2b7195a09a22b4e558f673b5c789858a1914,a3a9afa4459aa901cd0eacda97ea2b7195a09a22b4e558f673b5c789858a1914,True
analysis\sv_source_tail_depth_coupling_v1\lag_absolute_D500_extension.csv.gz,f15abeb1e95befb174ed55391efea7d53dc6baf99a980eaff81f5e90d836cd16,f15abeb1e95befb174ed55391efea7d53dc6baf99a980eaff81f5e90d836cd16,True
analysis\sv_source_tail_depth_coupling_v1\lag_normalized_D128.csv.gz,e6fa5c7f1ae6b55651c8f55d6fa4c69675e4a1ad54284ded2821eb038f80de62,e6fa5c7f1ae6b55651c8f55d6fa4c69675e4a1ad54284ded2821eb038f80de62,True
analysis\sv_source_tail_depth_coupling_v1\lag_normalized_D235.csv.gz,fc280bba5d28c880b008444e88cd3adca406d0235b443f0c9c9438190c113a4e,fc280bba5d28c880b008444e88cd3adca406d0235b443f0c9c9438190c113a4e,True
analysis\sv_source_tail_depth_coupling_v1\lag_normalized_D285.csv.gz,1f4a7c8d36f481835a51afa6621d3eef12680f102521f795222150e791085980,1f4a7c8d36f481835a51afa6621d3eef12680f102521f795222150e791085980,True
analysis\sv_source_tail_depth_coupling_v1\lag_normalized_D500.csv.gz,96152cb82591c9c68d4d29a80ad96f857c39f920ac90dd342902a33af9732169,96152cb82591c9c68d4d29a80ad96f857c39f920ac90dd342902a33af9732169,True
analysis\sv_source_tail_depth_coupling_v1\lag_normalized_D500_extension.csv.gz,dd4ce498d5d52f3209b28ea95cc56abeab549c56e8ae034f49d24cf0d1ab68c0,dd4ce498d5d52f3209b28ea95cc56abeab549c56e8ae034f49d24cf0d1ab68c0,True
analysis\sv_source_tail_depth_coupling_v1\lag_peak_and_specificity_all_modes.csv.gz,bf9516285b6b456cc57d6621d31769cb4440ecd8a535c8dba8e3fda233ec7fdc,bf9516285b6b456cc57d6621d31769cb4440ecd8a535c8dba8e3fda233ec7fdc,True
analysis\sv_source_tail_depth_coupling_v1\lag_peak_and_specificity_summary.csv,fe9e3d2be4e30bb894eac8bd4bba433abc96975a39b02cd107d478968128ef7c,fe9e3d2be4e30bb894eac8bd4bba433abc96975a39b02cd107d478968128ef7c,True
analysis\sv_source_tail_depth_coupling_v1\make_figures.py,2e37e45e5a0e6ea57ef93df47776a9d27c6e8d58e22a49d7c35657f8dd7352ca,2e37e45e5a0e6ea57ef93df47776a9d27c6e8d58e22a49d7c35657f8dd7352ca,True
analysis\sv_source_tail_depth_coupling_v1\partial_spearman_all_coordinates_modes.csv.gz,0ec1dd58ae51c42ae3b7d51b7dc1a55284dd3a7480410c60c1941a70848fef8c,0ec1dd58ae51c42ae3b7d51b7dc1a55284dd3a7480410c60c1941a70848fef8c,True
analysis\sv_source_tail_depth_coupling_v1\partial_spearman_area_ztop_6x20.csv,9020587d9cd9d4618617d811d754dfefc418d090a7c408a7339f4d09f92f592d,9020587d9cd9d4618617d811d754dfefc418d090a7c408a7339f4d09f92f592d,True
analysis\sv_source_tail_depth_coupling_v1\partial_spearman_x1_ztop_6x20.csv,2de9f8f3440a320e45b3ac76bc87a8caf933e4dc02cee485ea8fd578b1869649,2de9f8f3440a320e45b3ac76bc87a8caf933e4dc02cee485ea8fd578b1869649,True
analysis\sv_source_tail_depth_coupling_v1\provenance.json,0493c32a66baa20c6168a814049b692efb6947d8f5dcd50dccf914b04e2717ed,0493c32a66baa20c6168a814049b692efb6947d8f5dcd50dccf914b04e2717ed,True
analysis\sv_source_tail_depth_coupling_v1\q_geometry_diagnostic_cells.csv.gz,8db5dc3dd9683dadbe0ab7ca9731352eb71a641c7dfbfc3e2337144c64b583bd,8db5dc3dd9683dadbe0ab7ca9731352eb71a641c7dfbfc3e2337144c64b583bd,True
analysis\sv_source_tail_depth_coupling_v1\q_geometry_diagnostic_summary.csv,e16418c274dc26ff636a94045adae4df9c61d32259311901d48a60e235ab68b9,e16418c274dc26ff636a94045adae4df9c61d32259311901d48a60e235ab68b9,True
analysis\sv_source_tail_depth_coupling_v1\README.md,cd7777014ba659f90714bd557414a4000b050de51a54057a49ca1e1ae5424934,cd7777014ba659f90714bd557414a4000b050de51a54057a49ca1e1ae5424934,True
analysis\sv_source_tail_depth_coupling_v1\source_bin_consensus_region_sensitivity.csv,3e4a35a8342fa1a959bd6a3fc77a4309996990c0fae293b68c72107aabb8294a,3e4a35a8342fa1a959bd6a3fc77a4309996990c0fae293b68c72107aabb8294a,True
analysis\sv_source_tail_depth_coupling_v1\source_bin_coordinates.csv,1b0a612f0b76ea1e2c8c2e1d1c4fa38fbdefd70fd3ff3e3e3016ee5560f7167c,1b0a612f0b76ea1e2c8c2e1d1c4fa38fbdefd70fd3ff3e3e3016ee5560f7167c,True
analysis\sv_source_tail_depth_coupling_v1\source_bin_sensitivity_summary.csv,57025230cad5324ebb9048ae4fbd40ea8c2bc900082a903120e71877659fa20b,57025230cad5324ebb9048ae4fbd40ea8c2bc900082a903120e71877659fa20b,True
analysis\sv_source_tail_depth_coupling_v1\stage2_volume_validation.csv,9b13018b8acbb6080a9916083f930cf620ccfdc6ab20faf5f5da2b13ab71287e,9b13018b8acbb6080a9916083f930cf620ccfdc6ab20faf5f5da2b13ab71287e,True
analysis\sv_source_tail_depth_coupling_v1\tail_band_coordinates.csv,7a4ca0f694a2118d3f7b2ebac9854f239f6968e8c9509a983263ab53b57225e5,7a4ca0f694a2118d3f7b2ebac9854f239f6968e8c9509a983263ab53b57225e5,True
analysis\sv_source_tail_depth_coupling_v1\validation.json,d87b1c2ebe1512267dcc5e58d80619d343b8acd9a07442880c67bd92f8fb3f4c,d87b1c2ebe1512267dcc5e58d80619d343b8acd9a07442880c67bd92f8fb3f4c,True
analysis\sv_source_tail_depth_coupling_v1\verify_depth_analysis.py,34f95cf8e4b17d804191a5d85ec8846e2ad1ec3a9a800822999c3beb3410d5cb,34f95cf8e4b17d804191a5d85ec8846e2ad1ec3a9a800822999c3beb3410d5cb,True
analysis\sv_source_tail_depth_coupling_v1\volume_absolute_depth_coupling_summary.csv,94a92a88e82728fa6cc8b08258a6b8e7aa86d6a0a2f08270777e4a28c9bbda75,94a92a88e82728fa6cc8b08258a6b8e7aa86d6a0a2f08270777e4a28c9bbda75,True
analysis\sv_source_tail_depth_coupling_v1\volume_absolute_depth_peak_summary.csv,bc980715f01fccf73246d0e90aca1f63a3935674e6cadfabcb5ad8357359b229,bc980715f01fccf73246d0e90aca1f63a3935674e6cadfabcb5ad8357359b229,True
analysis\sv_source_tail_depth_coupling_v1\volume_high_coupling_region_cells.csv,d300231fd0c139765209a592f17576532a131468f6e37064794a5df8518a806c,d300231fd0c139765209a592f17576532a131468f6e37064794a5df8518a806c,True
analysis\sv_source_tail_depth_coupling_v1\volume_high_coupling_region_summary.csv,c98cb5177bfc71cee0e5c7bc3c07433c7d85a364e4b6a080683edef2b955cf4b,c98cb5177bfc71cee0e5c7bc3c07433c7d85a364e4b6a080683edef2b955cf4b,True
analysis\sv_source_tail_depth_coupling_v1\volume_normalized_depth_coupling_summary.csv,897962c9d2e2f21a88f430617d393669f80d679824d8aabfe49549daeb3615fe,897962c9d2e2f21a88f430617d393669f80d679824d8aabfe49549daeb3615fe,True
analysis\sv_source_tail_depth_coupling_v1\volume_normalized_depth_peak_summary.csv,44580516b42a63315faf3bb5ec0fd747bd5f3129dbe8e89b8a0118fcc9329981,44580516b42a63315faf3bb5ec0fd747bd5f3129dbe8e89b8a0118fcc9329981,True
analysis\sv_data_quality_qc_v1\.gitignore,7106aa99dfbb3ea7c072e3e1b79b9e6d183e6247d15e707674f2c3286bba028f,7106aa99dfbb3ea7c072e3e1b79b9e6d183e6247d15e707674f2c3286bba028f,True
analysis\sv_data_quality_qc_v1\additional_invalid_array_identities.csv,76f614bd82017482842711196662e1c402c5f477ac1b6e697a466eb9b60bbcf8,76f614bd82017482842711196662e1c402c5f477ac1b6e697a466eb9b60bbcf8,True
analysis\sv_data_quality_qc_v1\additional_invalid_geometry_raw_audit.csv.gz,19b6aeb7d9011cd78db4e014ce4143242f080c0d3333e6d0b4b72913a38565e3,19b6aeb7d9011cd78db4e014ce4143242f080c0d3333e6d0b4b72913a38565e3,True
analysis\sv_data_quality_qc_v1\additional_raw_validation.json,e0e60ded3546c76741fa78ca0ecdd2e3ea3982b8115d50db95064f4bccfa43d9,e0e60ded3546c76741fa78ca0ecdd2e3ea3982b8115d50db95064f4bccfa43d9,True
analysis\sv_data_quality_qc_v1\analyze_qc.py,8656ecf8f55fb396d12158ae5cebac41a42779b4e29bc4a216bab743f141a707,8656ecf8f55fb396d12158ae5cebac41a42779b4e29bc4a216bab743f141a707,True
analysis\sv_data_quality_qc_v1\array_identity_audit.csv.gz,cba4e213240e6c04d0f00cf57dc0836eccc48786fc2ac23ff6669392ea2e0f67,cba4e213240e6c04d0f00cf57dc0836eccc48786fc2ac23ff6669392ea2e0f67,True
analysis\sv_data_quality_qc_v1\audit_additional_arrays.py,57cc78245499a9b18b0e9d2f81e35068e346ebf5af676eca958b3f61d3004dc5,57cc78245499a9b18b0e9d2f81e35068e346ebf5af676eca958b3f61d3004dc5,True
analysis\sv_data_quality_qc_v1\background_real_tail_correlation.csv,c5910547154398eac25ba843f40e98fb49851758dc566e1009d42b65c8af43f1,c5910547154398eac25ba843f40e98fb49851758dc566e1009d42b65c8af43f1,True
analysis\sv_data_quality_qc_v1\background_roi_coverage.csv,e1119779a4515ea282a1924384d54e34be196884cccbae0c7c61e573cf747b26,e1119779a4515ea282a1924384d54e34be196884cccbae0c7c61e573cf747b26,True
analysis\sv_data_quality_qc_v1\background_slow_axis_curves.csv.gz,4d6fba9e6b42a50bbfc6f33e71fa4c4fac43c6b386802aea9d8bfa0d9b5688ef,4d6fba9e6b42a50bbfc6f33e71fa4c4fac43c6b386802aea9d8bfa0d9b5688ef,True
analysis\sv_data_quality_qc_v1\background_tail_volume_median_correlation.csv,491c830b45d764af5cb2cbbfc69755dbcda6893ad55721039551602cffbd145d,491c830b45d764af5cb2cbbfc69755dbcda6893ad55721039551602cffbd145d,True
analysis\sv_data_quality_qc_v1\build_report.py,376c7714c14672736facfa9c0b0c0e50941ab1606fac1e08a8cdeea792f36aa5,376c7714c14672736facfa9c0b0c0e50941ab1606fac1e08a8cdeea792f36aa5,True
analysis\sv_data_quality_qc_v1\checkpoint_D128_F01_V01.csv.gz,1d1260507e9ea806cf8cef65441d1adbbcc0d9763e4cb50920f62981adb275a7,1d1260507e9ea806cf8cef65441d1adbbcc0d9763e4cb50920f62981adb275a7,True
analysis\sv_data_quality_qc_v1\checkpoint_D128_F03_V01.csv.gz,ae870a5eae3808dd05bb741fc38ab18845bec1ecc68437d2f1725e075d5508c9,ae870a5eae3808dd05bb741fc38ab18845bec1ecc68437d2f1725e075d5508c9,True
analysis\sv_data_quality_qc_v1\checkpoint_D128_F05_V01.csv.gz,e5b49a916046aca08dcf49fd4ed5b00cf08d23e5823e6413131f342ae9830fe7,e5b49a916046aca08dcf49fd4ed5b00cf08d23e5823e6413131f342ae9830fe7,True
analysis\sv_data_quality_qc_v1\checkpoint_D128_F07_V01.csv.gz,aeb3a5540d4692e43367272a359fe2246c9ef38aded5184a84ea14e8757da182,aeb3a5540d4692e43367272a359fe2246c9ef38aded5184a84ea14e8757da182,True
analysis\sv_data_quality_qc_v1\checkpoint_D128_F10_V01.csv.gz,7efd25ab03d2dcf09746eb61e351ac0c177f7a746ab8038af5c7e919712aa94a,7efd25ab03d2dcf09746eb61e351ac0c177f7a746ab8038af5c7e919712aa94a,True
analysis\sv_data_quality_qc_v1\checkpoint_D235_F01_V01.csv.gz,8e4efd004a3a3f69b7182f119365031ed3fdb1ca60683d8cc576e76d69a172b5,8e4efd004a3a3f69b7182f119365031ed3fdb1ca60683d8cc576e76d69a172b5,True
analysis\sv_data_quality_qc_v1\checkpoint_D235_F03_V01.csv.gz,e35241ba8a63be620b135b607489c4bd1e72424c3d339ea52e00eb98452fe381,e35241ba8a63be620b135b607489c4bd1e72424c3d339ea52e00eb98452fe381,True
analysis\sv_data_quality_qc_v1\checkpoint_D235_F05_V01.csv.gz,d97d03c33ca4bc9bc9bc744cfe5463fb7000e1d00c9331ad1ec9f64269d54af1,d97d03c33ca4bc9bc9bc744cfe5463fb7000e1d00c9331ad1ec9f64269d54af1,True
analysis\sv_data_quality_qc_v1\checkpoint_D235_F07_V01.csv.gz,5ed882e5a87a27b0c82aebb46cd5ee19672b11e3d06ae92ab27941cf0369e65a,5ed882e5a87a27b0c82aebb46cd5ee19672b11e3d06ae92ab27941cf0369e65a,True
analysis\sv_data_quality_qc_v1\checkpoint_D235_F10_V01.csv.gz,2d0ad56a087d3874b6c030bf873fb33bcb39e5eb4fbdae34c173799215dd2b5c,2d0ad56a087d3874b6c030bf873fb33bcb39e5eb4fbdae34c173799215dd2b5c,True
analysis\sv_data_quality_qc_v1\checkpoint_D285_F01_V01.csv.gz,79136e1ca85c6bdd1bea19b280c9a31bd5d4b4e32b4b028ff2b1c396a0f71c52,79136e1ca85c6bdd1bea19b280c9a31bd5d4b4e32b4b028ff2b1c396a0f71c52,True
analysis\sv_data_quality_qc_v1\checkpoint_D285_F03_V01.csv.gz,f291f7a1dd753c7696654c04b94efe0be38878d9a715b7b130f1a0cabf40704b,f291f7a1dd753c7696654c04b94efe0be38878d9a715b7b130f1a0cabf40704b,True
analysis\sv_data_quality_qc_v1\checkpoint_D285_F05_V01.csv.gz,0a016c98eef2267f218e33d56aec858f728d3d4879f571934f93dd15bffbab6b,0a016c98eef2267f218e33d56aec858f728d3d4879f571934f93dd15bffbab6b,True
analysis\sv_data_quality_qc_v1\checkpoint_D285_F07_V01.csv.gz,a6b71307ddf572ceb95b2d4721ffe77f31dc1c0d69850c61d5cd0423a2f6f5a0,a6b71307ddf572ceb95b2d4721ffe77f31dc1c0d69850c61d5cd0423a2f6f5a0,True
analysis\sv_data_quality_qc_v1\checkpoint_D285_F10_V01.csv.gz,de197d4d513225ebcfc6c98f6fa53cda8fefb6d6aa11435bc532709374d74361,de197d4d513225ebcfc6c98f6fa53cda8fefb6d6aa11435bc532709374d74361,True
analysis\sv_data_quality_qc_v1\checkpoint_D500_F01_V01.csv.gz,103d41b9ad9c3a32a7c066685c6c603aeb8f5c1db1552596bec1cbbbdbe1612a,103d41b9ad9c3a32a7c066685c6c603aeb8f5c1db1552596bec1cbbbdbe1612a,True
analysis\sv_data_quality_qc_v1\checkpoint_D500_F02_V01.csv.gz,388beb1954d2d5fb5d308de813b113151587f4f23d0297bcab76afa30bd871c5,388beb1954d2d5fb5d308de813b113151587f4f23d0297bcab76afa30bd871c5,True
analysis\sv_data_quality_qc_v1\checkpoint_D500_F03_V01.csv.gz,534de226fb8ebe3725a88fd8460cd6942d78a74609a633002cf36fd362176e6e,534de226fb8ebe3725a88fd8460cd6942d78a74609a633002cf36fd362176e6e,True
analysis\sv_data_quality_qc_v1\checkpoint_D500_F05_V01.csv.gz,3f25640e94bcfe38f21d294c5c75b32f74ecf5e54ebc5da18ea26772a68f447c,3f25640e94bcfe38f21d294c5c75b32f74ecf5e54ebc5da18ea26772a68f447c,True
analysis\sv_data_quality_qc_v1\checkpoint_D500_F07_V01.csv.gz,9a5c065c9b1edbd6e8aa5a1d9887ddb1fd23b89e8d4a620fc11df016514a90a4,9a5c065c9b1edbd6e8aa5a1d9887ddb1fd23b89e8d4a620fc11df016514a90a4,True
analysis\sv_data_quality_qc_v1\checkpoint_D500_F09_V01.csv.gz,421af2cfde43b5e830353e45797c0a7bb0ffe63adc6d2780dc5ac3e5ec14f866,421af2cfde43b5e830353e45797c0a7bb0ffe63adc6d2780dc5ac3e5ec14f866,True
analysis\sv_data_quality_qc_v1\checkpoint_D500_F10_V01.csv.gz,1facae573117bfca9ec85346ddff38f1db300ef6344bddb5a9d6181d0f41f416,1facae573117bfca9ec85346ddff38f1db300ef6344bddb5a9d6181d0f41f416,True
analysis\sv_data_quality_qc_v1\checkpoint_D500_F12_V01.csv.gz,4df1894ba2be6145dda780e30f44c9532a14afa1bede848db0be1f10b8d3636d,4df1894ba2be6145dda780e30f44c9532a14afa1bede848db0be1f10b8d3636d,True
analysis\sv_data_quality_qc_v1\control_excess_coupling_summary.csv,c9a91b62f4f1a7c434c49769b2fca4715268bf6206d07824078424dcc5e6d862,c9a91b62f4f1a7c434c49769b2fca4715268bf6206d07824078424dcc5e6d862,True
analysis\sv_data_quality_qc_v1\d500_quality_vs_other_diameters_summary.csv,d9cae6e2f1a8176bfa0beafc2be3023b515fb7512c8b06182153e764e4a2722e,d9cae6e2f1a8176bfa0beafc2be3023b515fb7512c8b06182153e764e4a2722e,True
analysis\sv_data_quality_qc_v1\data_answers.json,1faeec29ed94cf840b6562d4b3777548100efdfc755781ad5b57e42f7c4047ad,1faeec29ed94cf840b6562d4b3777548100efdfc755781ad5b57e42f7c4047ad,True
analysis\sv_data_quality_qc_v1\denominator_special_cases.csv,e7a09c20d06407648c1f00546cae2baff94b0639da2a6fa09c7464bc033e5282,e7a09c20d06407648c1f00546cae2baff94b0639da2a6fa09c7464bc033e5282,True
analysis\sv_data_quality_qc_v1\derive_qc.py,a098d1e363e8f7d8b81b49626144954aeb4a4788e908435cf15ac9aeef8a8e51,a098d1e363e8f7d8b81b49626144954aeb4a4788e908435cf15ac9aeef8a8e51,True
analysis\sv_data_quality_qc_v1\diameter_qc_summary.csv,1b4e7fa7d113faecbbc6bc6e22284cc446f57ac7199153c31dbac2588776d830,1b4e7fa7d113faecbbc6bc6e22284cc446f57ac7199153c31dbac2588776d830,True
analysis\sv_data_quality_qc_v1\extraction_progress.json,8671cd99c5b679b3c227d094ed9d2f0cdd49d503730671bb70baace8914803b8,8671cd99c5b679b3c227d094ed9d2f0cdd49d503730671bb70baace8914803b8,True
analysis\sv_data_quality_qc_v1\extraction_validation.json,2896670c4456daea6a7fcb1e5f6c7eb54234a791eac5ef153d2219b15093c023,2896670c4456daea6a7fcb1e5f6c7eb54234a791eac5ef153d2219b15093c023,True
analysis\sv_data_quality_qc_v1\figure10_d500_qc_comparison.pdf,7d03644f3e0aec7a9e7175374f18d1f05f17e6c584bbbc4d1a51113df7795673,7d03644f3e0aec7a9e7175374f18d1f05f17e6c584bbbc4d1a51113df7795673,True
analysis\sv_data_quality_qc_v1\figure10_d500_qc_comparison.png,73c2e1faccda7cafb605c6c29237d83b131ed728e02202f9a39cdf04b2f98f60,73c2e1faccda7cafb605c6c29237d83b131ed728e02202f9a39cdf04b2f98f60,True
analysis\sv_data_quality_qc_v1\figure1_source_detectability.pdf,a67c065ecb4969c3a6f360f287df248794f67de42a7b97328a1a3f122868ac8b,a67c065ecb4969c3a6f360f287df248794f67de42a7b97328a1a3f122868ac8b,True
analysis\sv_data_quality_qc_v1\figure1_source_detectability.png,3b78ffb04fc1d0c696ed29e5ed319966cd25557e84a10f8fd6ec0de5071734af,3b78ffb04fc1d0c696ed29e5ed319966cd25557e84a10f8fd6ec0de5071734af,True
analysis\sv_data_quality_qc_v1\figure2_tail_depth_detectability.pdf,bc7c226e8ed2f4732d0279c0a8c11520f4ca5f61929424f31872a117d0113f21,bc7c226e8ed2f4732d0279c0a8c11520f4ca5f61929424f31872a117d0113f21,True
analysis\sv_data_quality_qc_v1\figure2_tail_depth_detectability.png,a0c03492f1de73c05deed81b0a2efbaeb988f9946c8acbd4617797eca29e8890,a0c03492f1de73c05deed81b0a2efbaeb988f9946c8acbd4617797eca29e8890,True
analysis\sv_data_quality_qc_v1\figure3_proximal_detectability.pdf,3a03c32f3763a092a498aa45e61e05aa89d896c0c9d2dfac9635a1f5fb8c75b3,3a03c32f3763a092a498aa45e61e05aa89d896c0c9d2dfac9635a1f5fb8c75b3,True
analysis\sv_data_quality_qc_v1\figure3_proximal_detectability.png,693c09adc10d8649324dbef7913ce614153cae8096d8f87426c8d8a87c31abf8,693c09adc10d8649324dbef7913ce614153cae8096d8f87426c8d8a87c31abf8,True
analysis\sv_data_quality_qc_v1\figure4_source_depth_detectability.pdf,4559b70220719788b174d26413e6e65e6a2845b981b1a7962fadb16d4d7fb6e0,4559b70220719788b174d26413e6e65e6a2845b981b1a7962fadb16d4d7fb6e0,True
analysis\sv_data_quality_qc_v1\figure4_source_depth_detectability.png,f6a543853cd5024ac3b389499bf56f7017da12396117c4232b0a9c4a1b414f52,f6a543853cd5024ac3b389499bf56f7017da12396117c4232b0a9c4a1b414f52,True
analysis\sv_data_quality_qc_v1\figure5_background_stability.pdf,e7b614eb0f03724579b0c535660fd8b232c0fdfb103de7e33db856a5bb378fc4,e7b614eb0f03724579b0c535660fd8b232c0fdfb103de7e33db856a5bb378fc4,True
analysis\sv_data_quality_qc_v1\figure5_background_stability.png,088d938b69fcf3e50100794cc0fa84dc4c0dd508da13438ef4a6877fd49a5428,088d938b69fcf3e50100794cc0fa84dc4c0dd508da13438ef4a6877fd49a5428,True
analysis\sv_data_quality_qc_v1\figure6_geometry_jitter.pdf,6d440139750462665fc6267d29bfec85af54c4842cea4d2118d3a5b716c63d01,6d440139750462665fc6267d29bfec85af54c4842cea4d2118d3a5b716c63d01,True
analysis\sv_data_quality_qc_v1\figure6_geometry_jitter.png,6e04ea43e4a4c8ac6a5509d65f3030452d4a82a7e304cb330a2ee98cef2b773d,6e04ea43e4a4c8ac6a5509d65f3030452d4a82a7e304cb330a2ee98cef2b773d,True
analysis\sv_data_quality_qc_v1\figure7_real_vs_pseudo.pdf,5083516a0e53253de92975d06bc1b3b27739068faa5ff57f86064315efca73b9,5083516a0e53253de92975d06bc1b3b27739068faa5ff57f86064315efca73b9,True
analysis\sv_data_quality_qc_v1\figure7_real_vs_pseudo.png,2b864bd731dc34f7a809a067075510d2e8174277c9ba32230593c44d363f7098,2b864bd731dc34f7a809a067075510d2e8174277c9ba32230593c44d363f7098,True
analysis\sv_data_quality_qc_v1\figure8_control_excess_maps.pdf,aa7e9d371973fb51e2a1ddeac9795a6132977222399595baa3c554944c76c2e5,aa7e9d371973fb51e2a1ddeac9795a6132977222399595baa3c554944c76c2e5,True
analysis\sv_data_quality_qc_v1\figure8_control_excess_maps.png,dd8f0ddf99572733fa952e627e6c679a5c4318dae0aa7ebaad1055aa9f4cbe9d,dd8f0ddf99572733fa952e627e6c679a5c4318dae0aa7ebaad1055aa9f4cbe9d,True
analysis\sv_data_quality_qc_v1\figure9_qc_vs_coupling.pdf,30c5c4cab2a592922a7b435372e41ac66a1d3af14b7feed36344ae2479ddca87,30c5c4cab2a592922a7b435372e41ac66a1d3af14b7feed36344ae2479ddca87,True
analysis\sv_data_quality_qc_v1\figure9_qc_vs_coupling.png,49abdbfbc924ed69558c414369437cacf692b716f56c8bfcd3f3b67f6f2a6d62,49abdbfbc924ed69558c414369437cacf692b716f56c8bfcd3f3b67f6f2a6d62,True
analysis\sv_data_quality_qc_v1\finalize_delivery.py,27f575caf11e4dfcb781b7d05a4d09ecd01d67470c1346651c2a58ed3cb55b1d,27f575caf11e4dfcb781b7d05a4d09ecd01d67470c1346651c2a58ed3cb55b1d,True
analysis\sv_data_quality_qc_v1\framewise_qc_D128.csv.gz,02a411ef015c4786098e8e4763de194c98fc80c64bd9618becb506e398ce1c51,02a411ef015c4786098e8e4763de194c98fc80c64bd9618becb506e398ce1c51,True
analysis\sv_data_quality_qc_v1\framewise_qc_D235.csv.gz,a967fc0d77d1d35cd900d887edda99ae06991e1749272f13297e3f054904f307,a967fc0d77d1d35cd900d887edda99ae06991e1749272f13297e3f054904f307,True
analysis\sv_data_quality_qc_v1\framewise_qc_D285.csv.gz,08e1a43ea6096eabbb425520dff4dcba59daac1808bfc46017f701cfb4e3e45f,08e1a43ea6096eabbb425520dff4dcba59daac1808bfc46017f701cfb4e3e45f,True
analysis\sv_data_quality_qc_v1\framewise_qc_D500.csv.gz,bc6674bafcef97d62ec4d63e9256bf34d11a4d5a1aaea81ac01d0877bcd7c9e5,bc6674bafcef97d62ec4d63e9256bf34d11a4d5a1aaea81ac01d0877bcd7c9e5,True
analysis\sv_data_quality_qc_v1\framewise_qc_D500_extension.csv.gz,6f7421e0557da90c39f67ac03c4f88dba204913f81cb97dd2d8da14210a4f804,6f7421e0557da90c39f67ac03c4f88dba204913f81cb97dd2d8da14210a4f804,True
analysis\sv_data_quality_qc_v1\frozen_depth_reintegration_validation.csv,40ba0c960d700236e82c3d51efa0a5d768daaf1d56751d027025fb965b52893f,40ba0c960d700236e82c3d51efa0a5d768daaf1d56751d027025fb965b52893f,True
