scan_id,z_index_0based,z_um,r_um,distance_from_vessel_bottom_um,V,B_left,B_right,B,B_standard_deviation,B_median_diagnostic,B_scaled_mad_diagnostic,background_mode,T,P,tail_z_fraction,background_left_valid_count,background_right_valid_count,region,validity
synthetic_demo,139,931.3000000000001,605.65,605.65,5.139,5.139,5.139,5.139000000000001,8.881784197001252e-16,5.139,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,140,938.0,612.35,612.35,5.139999999999999,5.14,5.14,5.14,0.0,5.14,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,141,944.7,619.0500000000001,619.0500000000001,5.141,5.141,5.141,5.140999999999999,8.881784197001252e-16,5.141,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,142,951.4,625.75,625.75,5.142,5.142,5.142,5.142000000000001,8.881784197001252e-16,5.142,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,143,958.1,632.45,632.45,5.142999999999999,5.143,5.143,5.143,0.0,5.143,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,144,964.8000000000001,639.15,639.15,5.144,5.144,5.144,5.143999999999999,8.881784197001252e-16,5.144,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,145,971.5,645.85,645.85,5.145,5.145,5.145,5.144999999999999,8.881784197001252e-16,5.145,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,146,978.2,652.5500000000001,652.5500000000001,5.145999999999999,5.146,5.146,5.146,0.0,5.146,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,147,984.9,659.25,659.25,5.147,5.147,5.147,5.146999999999999,8.881784197001252e-16,5.147,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,148,991.6,665.95,665.95,5.148,5.148,5.148,5.147999999999999,8.881784197001252e-16,5.148,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,149,998.3000000000001,672.65,672.65,5.148999999999999,5.149,5.149,5.149,0.0,5.149,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,150,1005.0,679.35,679.35,5.15,5.15,5.15,5.1499999999999995,8.881784197001252e-16,5.15,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,151,1011.7,686.0500000000001,686.0500000000001,5.151,5.151,5.151,5.150999999999999,8.881784197001252e-16,5.151,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,152,1018.4,692.75,692.75,5.151999999999999,5.152,5.152,5.152,0.0,5.152,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,153,1025.1000000000001,699.45,699.45,5.1530000000000005,5.153,5.153,5.153,0.0,5.153,0.0,bilateral,8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,154,1031.8,706.15,706.15,5.154,5.154,5.154,5.153999999999999,8.881784197001252e-16,5.154,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,155,1038.5,712.85,712.85,5.154999999999999,5.155,5.155,5.155,0.0,5.155,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,156,1045.2,719.5500000000001,719.5500000000001,5.156000000000001,5.156,5.156,5.156,0.0,5.156,0.0,bilateral,8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,157,1051.9,726.25,726.25,5.157,5.157,5.157,5.156999999999999,8.881784197001252e-16,5.157,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,158,1058.6000000000001,732.95,732.95,5.1579999999999995,5.158,5.158,5.158,0.0,5.158,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,159,1065.3,739.65,739.65,5.159000000000001,5.159,5.159,5.159,0.0,5.159,0.0,bilateral,8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,160,1072.0,746.35,746.35,5.16,5.16,5.16,5.159999999999999,8.881784197001252e-16,5.16,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,161,1078.7,753.0500000000001,753.0500000000001,5.161,5.161,5.161,5.1610000000000005,8.881784197001252e-16,5.161,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,162,1085.4,759.75,759.75,5.162000000000001,5.162,5.162,5.162,0.0,5.162,0.0,bilateral,8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,163,1092.1000000000001,766.45,766.45,5.163,5.163,5.163,5.162999999999999,8.881784197001252e-16,5.163,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,164,1098.8,773.15,773.15,5.164,5.164,5.164,5.164000000000001,8.881784197001252e-16,5.164,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,165,1105.5,779.85,779.85,5.165000000000001,5.165,5.165,5.165,0.0,5.165,0.0,bilateral,8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,166,1112.2,786.5500000000001,786.5500000000001,5.166,5.166,5.166,5.1659999999999995,8.881784197001252e-16,5.166,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,167,1118.9,793.25,793.25,5.167,5.167,5.167,5.167000000000001,8.881784197001252e-16,5.167,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,168,1125.6000000000001,799.95,799.95,5.168000000000001,5.168,5.168,5.168,0.0,5.168,0.0,bilateral,8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,169,1132.3,806.65,806.65,5.169,5.169,5.169,5.168999999999999,8.881784197001252e-16,5.169,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,170,1139.0,813.35,813.35,5.17,5.17,5.17,5.170000000000001,8.881784197001252e-16,5.17,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,171,1145.7,820.0500000000001,820.0500000000001,5.171000000000001,5.171,5.171,5.171,0.0,5.171,0.0,bilateral,8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,172,1152.4,826.75,826.75,5.172,5.172,5.172,5.171999999999999,8.881784197001252e-16,5.172,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,173,1159.1000000000001,833.45,833.45,5.173,5.173,5.173,5.173000000000001,8.881784197001252e-16,5.173,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,174,1165.8,840.15,840.15,5.174000000000001,5.174,5.174,5.174,0.0,5.174,0.0,bilateral,8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,175,1172.5,846.85,846.85,5.175,5.175,5.175,5.174999999999999,8.881784197001252e-16,5.175,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,176,1179.2,853.5500000000001,853.5500000000001,5.176,5.176,5.176,5.176000000000001,8.881784197001252e-16,5.176,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,177,1185.9,860.25,860.25,5.177,5.177,5.177,5.177,0.0,5.177,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,178,1192.6000000000001,866.95,866.95,5.178,5.178,5.178,5.177999999999999,8.881784197001252e-16,5.178,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,179,1199.3,873.6500000000001,873.6500000000001,5.179,5.179,5.179,5.179000000000001,8.881784197001252e-16,5.179,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,180,1206.0,880.35,880.35,5.18,5.18,5.18,5.18,0.0,5.18,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,181,1212.7,887.0500000000001,887.0500000000001,5.181,5.181,5.181,5.180999999999999,8.881784197001252e-16,5.181,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,182,1219.4,893.75,893.75,5.182,5.182,5.182,5.182000000000001,8.881784197001252e-16,5.182,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,183,1226.1000000000001,900.45,900.45,5.183,5.183,5.183,5.183,0.0,5.183,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,184,1232.8,907.1500000000001,907.1500000000001,5.184,5.184,5.184,5.183999999999999,8.881784197001252e-16,5.184,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,185,1239.5,913.85,913.85,5.185,5.185,5.185,5.1850000000000005,8.881784197001252e-16,5.185,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,186,1246.2,920.5500000000001,920.5500000000001,5.186,5.186,5.186,5.186,0.0,5.186,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,187,1252.9,927.25,927.25,5.187,5.187,5.187,5.186999999999999,8.881784197001252e-16,5.187,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,188,1259.6000000000001,933.95,933.95,5.188,5.188,5.188,5.188000000000001,8.881784197001252e-16,5.188,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,189,1266.3,940.6500000000001,940.6500000000001,5.189,5.189,5.189,5.189,0.0,5.189,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,190,1273.0,947.35,947.35,5.19,5.19,5.19,5.1899999999999995,8.881784197001252e-16,5.19,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,191,1279.7,954.0500000000001,954.0500000000001,5.191,5.191,5.191,5.191000000000001,8.881784197001252e-16,5.191,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,192,1286.4,960.75,960.75,5.192,5.192,5.192,5.192,0.0,5.192,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,193,1293.1000000000001,967.45,967.45,5.193,5.193,5.193,5.192999999999999,8.881784197001252e-16,5.193,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,194,1299.8,974.1500000000001,974.1500000000001,5.194,5.194,5.194,5.194000000000001,8.881784197001252e-16,5.194,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,195,1306.5,980.85,980.85,5.195,5.195,5.195,5.195,0.0,5.195,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,196,1313.2,987.5500000000001,987.5500000000001,5.196,5.196,5.196,5.195999999999999,8.881784197001252e-16,5.196,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,197,1319.9,994.25,994.25,5.197,5.197,5.197,5.197000000000001,8.881784197001252e-16,5.197,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,198,1326.6000000000001,1000.95,1000.95,5.198,5.198,5.198,5.198,0.0,5.198,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,199,1333.3,1007.6500000000001,1007.6500000000001,5.199,5.199,5.199,5.198999999999999,8.881784197001252e-16,5.199,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
